customer_unique_id,customer_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,payment_sequential,payment_type,payment_installments,payment_value,duplicate_product,product_id,seller_id,price,freight_value,product_name_english
b5d391e8447d5ae0f8b852be83249e07,0226546cc4bbdda9dea563ff7138700e,18120,mairinque,SP,90a1422a1f083e2c405dac4289980c69,delivered,8/14/18 14:04,1,credit_card,6,81.05,1,09b0d15a8cc9a84e7af7e0225f67dc45,1025f0e2d44d7041d6cf58b6550e0bfa,67,14.05,furniture_decor
2ef9e79cf6bf3c0dac3b48c8dd46259e,022bc7ff7c20f7f9343a9fd58bcb3870,4015,sao paulo,SP,4e839b1ce670c701bd83a9d9aeb58969,delivered,5/1/18 15:09,1,debit_card,1,96.26,2,b1bd2eebcf90443f4f17e71bb89468a2,41da412d33e8da4f22baf55cb1bde82c,29.9,18.23,sports_leisure
5a494c648fde2d1ec4eb614274ea7159,023cf83ac35d703a6f3c1b31bcf844d5,44900,irece,BA,17784b9fbb37fb0bdc230d8ed6f6b355,delivered,3/8/18 19:06,1,credit_card,1,1342.98,6,acc444eb5ad26f79d5a11baa6a03c439,1025f0e2d44d7041d6cf58b6550e0bfa,140,83.83,furniture_decor
93541741ba99116c5cf5773312eff953,02548f54167adc674352fe5b7825ffcf,78080,cuiaba,MT,15623f35d6d5eaa2fcd185a613927e86,delivered,4/18/18 19:04,1,boleto,1,131.8,1,d04bbac48960ecb7ea311b00ca6e1cb7,0dd184061fb0eaa7ca37932c68ab91c5,104,27.8,industry_commerce_and_business
08e5b38d7948d37fbb2a59fc5e175ab1,0254fef29444edf8ad023adf1baac1bd,58043,joao pessoa,PB,eb2d13a05138994cbcc09986aabdb9b3,delivered,3/3/18 2:21,1,credit_card,1,354.9,1,6d8096ca93caea3416a6b24bf411bc86,fa1c13f2614d7b5c4749cbc52fecda94,319.9,35,watches_gifts
bfe14bfa136397036c4fd0cade75c68c,02acb1d49edb6c09b61d2f496afc61b5,29142,cariacica,ES,e0ff8fbdba29b1192269bb50ef72245e,delivered,2/4/18 21:02,1,credit_card,4,226.05,1,cb9cc307a215ac435ec87b0f799e8dab,f680f85bee2d253556ac91be391d2c82,199.9,26.15,garden_tools
af0450a3075f107a38cd7daadc98f990,02e0c77c1d6bd78e21d61a7c7b818af9,2035,sao paulo,SP,4edeb1718cb488182c2f97e0a7f33f36,delivered,4/6/18 14:01,1,boleto,1,54.95,1,94fb18015068e3550e6a8f0729558904,d4e12e7884759a14fa0f5f896c791cae,43.8,11.15,bed_bath_table
b03155da610163a1626f1b99d4787774,02f6d24b58d8286f9e56fe9edafe719b,43805,candeias,BA,45eea7503e8d5e369d52ecc3cd27a3fa,delivered,7/26/18 8:39,1,credit_card,2,113.76,1,97d94ffa4936cbc2555e83aefc1f427b,73a63f72308aa20a46f4b1632018f196,79,34.76,construction_tools_construction
d387ea85dc301a91740e31360d355686,030132d171907b3b3c813909fb0cac90,13877,sao joao da boa vista,SP,7182a10886eba11ded33e2656379e6d1,delivered,3/26/18 8:30,1,credit_card,2,419.67,1,332842d24e84234cd91299a225de76ab,634964b17796e64304cadf1ad3050fb7,399,20.67,watches_gifts
bdb40fdb1df62064c8ee38b845459e77,03021263578e74c1f2bd92697a37d93b,5006,sao paulo,SP,53571e4877460790f5910534d81d533d,delivered,7/4/18 20:41,1,credit_card,4,47.37,1,1cb60c9b90bc722828facc251de1cf94,53e4c6e0f4312d4d2107a8c9cddf45cd,29,18.37,housewares
1f9756abd497b76eeccb492bfe91df35,030bd1d7425888e0429cbe0b1db927c2,64067,teresina,PI,e894c57e9986a9c5936b17fe19400a6a,delivered,4/28/18 7:56,1,credit_card,2,141.13,1,d33f55fbec1f19c63fc6854c2fd65925,1900267e848ceeba8fa32d80c1a5f5a8,90,51.13,bed_bath_table
5e8f38a9a1c023f3db718edcf926a2db,030f5e1f842f24533ea4589b518dc34f,44053,feira de santana,BA,a7a0c8ebf2557ea4b30103fbff81e64d,delivered,8/21/17 10:20,1,credit_card,8,268.31,1,1e41618bcaf005d9f4cba13fb70915bf,3a734b715d333a2588a3d54a0c9b8746,249,19.31,watches_gifts
f95407bbebadeb8eb236153ba339e998,031cb9fac5344bf6def68aacea5eafec,5466,sao paulo,SP,95f5c913e50f7b1edfe05e8a38ba88d4,delivered,2/17/18 19:01,1,credit_card,1,96.62,1,3f14d740544f37ece8a9e7bc8349797e,00fc707aaaad2d31347cf883cd2dfe10,83.9,12.72,computers_accessories
a017de101a9c4fab4995c1bc81e737ea,03342982485f39b4f1bac62e70ab6ff7,5565,sao paulo,SP,7a4fa3c26b5a8846a34da9564571212c,delivered,5/19/18 10:58,1,boleto,1,273.48,4,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,53.9,14.47,garden_tools
b2c913a0723c7737e11067861e061913,03346340b055f4770567d2a28ca52d4e,25680,petropolis,RJ,c8c7ec8563c295ba0c3ea5faff0a1b0c,delivered,1/29/18 12:28,1,credit_card,1,171.84,1,26facbccf840188b92bcc8cb89fe1f64,0b35c634521043bf4b47e21547b99ab5,69,16.92,construction_tools_construction
b2c913a0723c7737e11067861e061913,03346340b055f4770567d2a28ca52d4e,25680,petropolis,RJ,c8c7ec8563c295ba0c3ea5faff0a1b0c,delivered,1/29/18 12:28,1,credit_card,1,171.84,2,5b1f3328a2c6f837ecce21bca1489939,0b35c634521043bf4b47e21547b99ab5,69,16.92,construction_tools_construction
1f98d2384ff7a372e6a2d3bb75cbcd54,0338cedf9fd370fe655047aaa0725078,36680,sao joao nepomuceno,MG,0711b9c575a5235790c3f863179c3267,delivered,6/1/18 8:21,1,boleto,1,460.47,3,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,130,23.49,housewares
fc1c735fd279ad7321e7b40a4f9d361f,034454b0d87f1dc91dace5306bde36af,37890,muzambinho,MG,ef1fc34d1d1ab34f4eb53f2c9b4ed2ab,delivered,2/5/18 17:16,1,credit_card,5,67.5,1,7db409a594f815ca2267b5383d139ee7,994f04b3718c2bab35c2adfa8afecd2a,49.9,17.6,housewares
1d7e8be24bca64576da891970638bfe3,036aac46214f6843a9e8e0ca702e335e,35680,itauna,MG,d60a89ab9bc1e68834465ae630c3343e,delivered,4/16/18 9:45,1,credit_card,2,115.59,1,ffc0b406806006602c5853b00ab5f7fd,d93919c944be9cff128f6c9cb899eacb,79.9,35.69,christmas_supplies
5c2b5c09534917d37857557d37ed9205,037f0855b92185d84c858adce4e714dd,36830,espera feliz,MG,997cd0cc21c4cc23cf4b07c4f53834db,delivered,2/11/18 12:49,1,boleto,1,163.06,1,1cf22c0593f2ba8ecf404d0945a2036a,e9511df20ccd82658a30c37b7fb343af,128.8,34.26,construction_tools_construction
ff03923ad1eb9e32304deb7f9b2a45c9,03b400e08714b00279dfdc1356f6f03f,18703,avare,SP,1d87599144fe1573be8611bf9f5d5de9,delivered,4/23/18 21:49,1,credit_card,2,123.53,1,6463e442310f2f4f321c83a32d8c662b,c70c1b0d8ca86052f45a432a38b73958,110.32,13.21,health_beauty
f3bf3bed9936aecd7792e6c49779dedc,03d9a01006461e5674fb618206c83526,11065,santos,SP,57b27ed317a9d0ed3ed31b5a50392b51,delivered,4/30/18 20:36,1,credit_card,2,127.82,1,abff09d5c554ab5e3c1180a55635dca3,3361277dc30b7cccdb0c286b24219756,113.9,13.92,pet_shop
1581a918a58a11d99c69f86d9c0d2098,0410837784e2dbaa9a557a94d9975b14,46100,brumado,BA,065a7d9057589f809082e012f696cb5d,delivered,4/11/18 10:48,1,credit_card,7,73.97,1,6cd26b425f717a6d9202bc287c9d5e6d,6a8b085f816a1f75f92dbac6eb545f8f,51.9,22.07,auto
bd86b1862fe796149a4d2af57bd85451,0415764d7efe50fff280fafa9777b327,48668,barra do tarrachil,BA,e9e6694329a69927508c82d943013cb5,delivered,6/1/18 21:54,1,credit_card,3,162.56,1,78199930387ff5818f6176b41a9f9a27,89f69225956f951295ca4c7fb1266553,125,37.56,toys
51c23d1b01aebce5a1e32e3d9b312aa3,042bcdea41b22aa79516d40e4f374ed8,78400,diamantino,MT,629bb9d04c91f3a7d95a5fe1432ce47b,delivered,1/30/18 18:30,1,boleto,1,103.33,1,c5d8b84a90f73bd09c30e71e76caaa11,6039e27294dc75811c0d8a39069f52c0,79.9,23.43,market_place
050555c26479bbb8ba0740c37e7454d0,045b31c2888ad0ee254e1387e410ee89,4675,sao paulo,SP,f014aa85d8f495d824d120e9035faacb,delivered,4/7/18 12:07,1,credit_card,1,49.44,1,ac20a9614b6db9e7289b85c4f4b6216a,d91fb3b7d041e83b64a00a3edfb37e4f,40,9.44,home_appliances
70601471b692cc0879300373118041ff,046f890135acc703faff4c1fc0c2d73c,37640,extrema,MG,47d11383b93b217d96defbb2ef1a209b,delivered,6/22/18 13:11,1,voucher,1,8.92,1,0eeeb45e2f5911fd44282e5bb0c624ff,3d4824f20035949c710eaf111f869d39,3.85,7.71,music
70601471b692cc0879300373118041ff,046f890135acc703faff4c1fc0c2d73c,37640,extrema,MG,47d11383b93b217d96defbb2ef1a209b,delivered,6/22/18 13:11,2,voucher,1,2.64,1,0eeeb45e2f5911fd44282e5bb0c624ff,3d4824f20035949c710eaf111f869d39,3.85,7.71,music
7e30d2336a1f1182766cf6fb863d5554,04caa0484842fc3d966ebf185ba21242,4284,sao paulo,SP,ea402ebc995cf3c736876cff354a896f,delivered,5/15/18 15:33,1,credit_card,1,64.78,2,722a703d9aadc6e807aed5512eb447c7,6b803197e03abd5056b4313306b4f29d,25,7.39,food
b4b0901bb872cf9972b32a05733b3394,04d0ea09064b28a174ede28c73af8a75,37070,varginha,MG,53b74e6d05c2fa0f3915c608e6537d30,delivered,7/29/18 0:46,1,credit_card,8,347.58,1,6609812b9088e8333b95e443fef708bd,e256a62e0ac58c0edfba09966142d561,295.22,52.36,construction_tools_construction
69f7e342c28eb22ef6845facd926e810,0560a02593f282955f85da2db087b078,3437,sao paulo,SP,899499ccb61cd1525c8b04047ac70e0d,delivered,6/14/18 20:46,1,debit_card,1,183.8,1,315c6373ff469f7b7f60bbb36c319f7b,d1c281d3ae149232351cd8c8cc885f0d,36.99,17.49,bed_bath_table
69f7e342c28eb22ef6845facd926e810,0560a02593f282955f85da2db087b078,3437,sao paulo,SP,899499ccb61cd1525c8b04047ac70e0d,delivered,6/14/18 20:46,1,debit_card,1,183.8,3,4680d0c534e54990d8579f41dd239901,1900267e848ceeba8fa32d80c1a5f5a8,53,11.66,bed_bath_table
f497dd3ee9e4ef33b42acd82713e4bf3,056de0008c4ab528f5631192e11fc745,8341,sao paulo,SP,4fe26df981b8f298e0e6bf81c1d5ead0,delivered,6/4/18 12:22,1,credit_card,1,18.67,1,3d8d8d5750896bd918ef07a8539da096,d91fb3b7d041e83b64a00a3edfb37e4f,10.8,7.87,home_appliances
7db92cbb797de39eebe3bc986be820f8,0577d398fca1ea7bbce90556626f169f,3524,sao paulo,SP,9c020760091717505c5fae8c935f047c,delivered,5/4/18 17:50,1,credit_card,6,340.12,1,353356a910b2a42aa75a888a5d348997,d921b68bf747894be13a97ae52b0f386,320,20.12,watches_gifts
0994750c9c22a140010ed86aad2d044b,05b508111ffafb003a1baa8e9cabfcd6,96015,pelotas,RS,ce5cbf2f45858052b9bc0af3690399cc,delivered,2/4/18 17:12,1,credit_card,5,102.68,1,2a788bf848c3357ea72c31e344822aa9,17e34d8224d27a541263c4c64b11a56b,86.32,16.36,perfumery
876c5f7ffcad19a82c0da218ecf56ba3,05d4a0e7365cf69b45d3af76236ca83a,78135,varzea grande,MT,37f6e52783daf8d5b0a61c8876c23b38,delivered,2/19/18 12:08,1,credit_card,1,125.05,1,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,99.9,25.15,furniture_decor
99e2f46c9fe0bba48bd131ddac456549,05e3947be871234fa8082ff85b5ef480,21221,rio de janeiro,RJ,86f67a35fe1b268a04dab03c7cbdb333,delivered,7/17/18 22:10,1,credit_card,1,164.63,1,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,119.99,44.64,computers_accessories
5b26618da34612cc4947bbf6ef4fb67c,05f34a3ba5449df9b9ab6bb247c7fe45,11055,santos,SP,d98a4e525a6240595557fbf149ff82da,delivered,2/17/18 11:16,1,credit_card,5,110.9,1,34dc9ba20762290886d4d94d07a102e3,5b925e1d006e9476d738aa200751b73b,99,11.9,sports_leisure
7c588c097689b0b77fd73d171332b0ba,0628c0b91afef1a89539ce9f77a735e0,1312,sao paulo,SP,e80158981f299f984453ee1a55275764,delivered,8/21/18 10:57,1,credit_card,1,28.4,1,22544bc3cbb21d6fca8630805448ed93,4736e9d642ef4257cd7622516931eb51,20.99,7.41,furniture_decor
cbc71e02efb1d43b84f80b2a64d6013c,0676c04bee30e323a1cdca3b7e222525,3407,sao paulo,SP,94578264250da91b85c8e37ad48468b8,delivered,4/23/18 18:49,2,voucher,1,105.32,1,f71c0f4ee48321ba6b82205b2fc9e08f,cac4c8e7b1ca6252d8f20b2fc1a2e4af,99.99,11.32,furniture_decor
cbc71e02efb1d43b84f80b2a64d6013c,0676c04bee30e323a1cdca3b7e222525,3407,sao paulo,SP,94578264250da91b85c8e37ad48468b8,delivered,4/23/18 18:49,1,credit_card,1,5.99,1,f71c0f4ee48321ba6b82205b2fc9e08f,cac4c8e7b1ca6252d8f20b2fc1a2e4af,99.99,11.32,furniture_decor
9a6a921e2fdd2e6ba9c4fbdf24381248,067f6ee158ce40dff3f69c4d8c8ac676,40285,salvador,BA,9788e1264a6ffeed8da515914c103b70,delivered,2/6/18 14:42,1,credit_card,1,40.78,1,d122ad26c4f3f21e0167a6ccc55fe9fe,f262cbc1c910c83959f849465454ddd3,24.99,15.79,stationery
ab0faabf48c8c0108c13277d2b701f16,0682e8c92aae975e978f4b439046590f,39529,riacho dos machados,MG,a4d54099b02f1e3e36119e0417225d23,delivered,1/15/18 16:47,1,credit_card,3,86.25,1,be1c4cf8a2d2aade623eb7a646d2a0bc,1900267e848ceeba8fa32d80c1a5f5a8,70,16.25,bed_bath_table
d44f553a3663a6323c901cf1f0a47c87,06909593a3382d75b06bcde5c527ad59,8021,sao paulo,SP,57d0641da97fead93c9541a7c3b1fc75,delivered,8/27/18 17:18,1,debit_card,1,115.81,1,f50df9b142a624bf4c4d8495489a207e,d149de2f383552baea37a7198c2296ce,106.9,8.91,toys
7cb9a6b438fe0a5f228bfd32ff9e1a11,06d59aa5dcec13f7cb753276300a499b,30720,belo horizonte,MG,787ae1110521f3a8bc19a7ac93b8c914,delivered,3/11/18 19:24,1,credit_card,2,25.03,1,51f876eb62be778c757503cf7f8a3b74,f84a00e60c73a49e7e851c9bdca3a5bb,9.8,15.23,health_beauty
3e43e6105506432c953e165fb2acf44c,06ec7aed3161859018db02f695b6600d,11701,praia grande,SP,ed0b6f8c8617370e53735a5d963bb5b6,delivered,9/18/17 18:53,1,credit_card,9,98.72,1,1269d60fc5efbcf03e7eea49213091c6,4200ddf1967c5e41e48db62bc6d4b5ac,16.9,5.18,bed_bath_table
3e43e6105506432c953e165fb2acf44c,06ec7aed3161859018db02f695b6600d,11701,praia grande,SP,ed0b6f8c8617370e53735a5d963bb5b6,delivered,9/18/17 18:53,1,credit_card,9,98.72,2,55363f487ca324087a49ddfcfb91b971,4200ddf1967c5e41e48db62bc6d4b5ac,16.9,5.19,bed_bath_table
3e43e6105506432c953e165fb2acf44c,06ec7aed3161859018db02f695b6600d,11701,praia grande,SP,ed0b6f8c8617370e53735a5d963bb5b6,delivered,9/18/17 18:53,1,credit_card,9,98.72,4,7b49e585ac8c80b14c9b2815d4db465f,4200ddf1967c5e41e48db62bc6d4b5ac,16.9,10.38,bed_bath_table
ae11ab40faeb1f8b85f6308e052bd710,071130e3d980f8327e5348b9ed889fc4,96820,santa cruz do sul,RS,755fdf89024021c6324864182b6657b5,delivered,3/2/18 14:06,1,credit_card,1,128.24,1,f40876e0ef3cd5f9132b1f16b04b1346,620c87c171fb2a6dd6e8bb4dec959fc6,109.9,18.34,health_beauty
56c8638e7c058b98aae6d74d2dd6ea23,073d9752205a02fe743263d3d781cce1,37800,guaxupe,MG,c8a93f34ce6f1d3299b0e762f62dfc3d,delivered,4/19/18 18:54,1,credit_card,8,162.49,1,5adf18557fb630bec009793ac8ae4483,1835b56ce799e6a4dc4eddc053f04066,143.6,18.89,bed_bath_table
c694ffd0ff6d172ecf34fcd4202c8693,0742a36c7ba2c76b3326f3d6acd9fc7c,13085,campinas,SP,f4f27728bc1b0f7edcf725ffdcdf7ce4,delivered,8/20/18 12:34,1,credit_card,3,177.59,1,bd43ce19089eb3d0631afdc559a57b3e,2e90cb1677d35cfe24eef47d441b7c87,139.4,38.19,cool_stuff
e8da63b2f86c44c750599dbe9d95b7d2,0754629085f41398924535f8b337a630,32220,contagem,MG,32c89d9ac47125b85e72ba219a4f09ac,delivered,6/4/18 20:03,1,credit_card,1,57.73,1,20d7a48524eae8d2694bd40031fe12b2,8648b1e89e9b349e32d3741b30ec737e,39.5,18.23,construction_tools_construction
e1407f4d2fd92ed069307bb0b836615a,0761a5ba0468e259dcc1cff863eeb3a9,65800,balsas,MA,28136596c0ceb5c43000c1776348b72b,delivered,3/13/18 6:48,1,credit_card,4,263.1,1,62a6991adbb1e60f5c03a77fae5568ff,cee48807215b30a12ca2ca10ffb5f250,199.9,63.2,auto
083ce299ea3fc1eba79bd0b17f64555b,076ef990626d218176fa27d3d6e2773f,4119,sao paulo,SP,0bf20dbe580a4ca2a717523e7bf6c610,delivered,1/22/18 18:30,1,credit_card,2,46.78,1,633a2a64a6478966e0b6805ea708de58,4830e40640734fc1c52cd21127c341d4,39,7.78,housewares
527c6fbbe85cdf78ff1645e0a71e266f,079da973ecd0fb654da4ffdb946c9ea1,1455,sao paulo,SP,66b3a1b5e10e14e7bef4025cde095caf,delivered,1/23/18 10:54,1,credit_card,6,64.18,1,00ba6d766f0b1d7b78a5ce3e1e033263,53e4c6e0f4312d4d2107a8c9cddf45cd,43,21.18,housewares
d970a2354b55cfb67fa5840b9b4936ed,07d3587462cbe5dd7c951b59f783121e,85802,cascavel,PR,7de9003e4d20b7332efe832b5ca8c15c,delivered,3/5/18 19:12,1,boleto,1,131.81,1,331b7c485fafc244f0b033bba8ac5578,d91fb3b7d041e83b64a00a3edfb37e4f,105,26.81,home_appliances
de34b16117594161a6a89c50b289d35a,07ea600bb145c172bb93190abb2081b9,9130,santo andre,SP,08504a0dce0a3cd13b3f7971d29fb991,delivered,11/5/17 15:24,1,credit_card,1,36.78,1,9c7ce59c96e74dfdfc51f13a4a6c3869,6560211a19b47992c3666cc44a7e94c0,29,7.78,watches_gifts
e271fa40aa8fea4e0f304b3768b65d6a,08029b648bf207edf7c24f3673382bf2,3069,sao paulo,SP,9db5ceb6f107ae0944c19188c8869a03,delivered,4/29/18 23:57,1,credit_card,8,612.54,1,b3cd6ea8ef75cbcb2856861b31eb9bc0,966cb4760537b1404caedd472cc610a5,599.99,12.55,watches_gifts
f2e0c95f9c0e971bb561b11ecf5a95d3,08267ee530789f980dabae7d90aa87de,9895,sao bernardo do campo,SP,c12d83e36f291cf576ce948e5883310a,delivered,2/22/18 19:54,1,credit_card,3,95.48,2,d678178aa4291cd25a755a90188375c8,1025f0e2d44d7041d6cf58b6550e0bfa,38.4,9.34,furniture_decor
208fe9aa6033a77419f8f503b7698e03,0829a7f317e4c74aaf5651b578c781fd,93010,sao leopoldo,RS,fa9149f35155659eb319081d8e6f74af,delivered,7/25/18 22:41,1,credit_card,1,210.04,2,16ce899c7af0c99f46948734a0d00f0f,edc518ba25576a0188a0e8f2c3af186f,88.21,16.81,stationery
fa494e4132e6539d70a8478f1d0cf3e3,082d513b7fb405e92c135e71496754d4,1423,sao paulo,SP,edb81087bda65895772e72d1a5daa686,delivered,8/6/18 17:56,1,credit_card,1,75.17,1,dbb67791e405873b259e4656bf971246,e9bc59e7b60fc3063eb2290deda4cced,61.4,13.77,computers_accessories
925751a747a151a7fa97f2f686d028c3,086752a19f026192b7993e4e8a3bbc9e,52060,recife,PE,c142c7ab64bc271555af4edbff4d53b8,delivered,3/31/18 6:58,1,credit_card,5,274.24,1,88edbcd7253153fe0b9b64c8e643ec00,f789d2c4f2c2eb38fc4373e7a4b35264,249.99,24.25,pet_shop
c1c17398c133e0b88ab63b2e29dbb2bf,0875fa3920dc15daafa737cbfa1392e2,30140,belo horizonte,MG,a47bf2de96db0109440cc21208edcc4f,delivered,3/8/18 4:03,1,credit_card,8,80.32,1,cc1180a16524617866588df758c49ec7,9f505651f4a6abe901a56cdc21508025,64.99,15.33,computers_accessories
3725c5b8c1cf5ee69158f66922a862c4,08769b79055f98ab6f2878b6fbc39c62,71625,brasilia,DF,7021b6631e7eeee66d0c205798c9a8b0,delivered,2/25/18 14:01,1,credit_card,3,36.59,1,5b736e2bc208fe225a4f3da85e5dc63d,5acd070dd3fe441bbb2ec1f1ede515ee,22.49,14.1,#N/A
4d2a058cead19bc1e7b3580be5893b2b,08beb044c0172b237ad8f36fbff81652,9572,sao caetano do sul,SP,a1ed33176c9eddd31601c69dfabab37f,delivered,1/22/18 22:34,1,voucher,1,63.27,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,49.9,13.37,garden_tools
32cbbf7b9770feb67a514300686f5485,08e7487578bd3fb98d11c5d95f1e5db5,36120,matias barbosa,MG,03eba6d9fef8f5b3e811d4b5a7cca9cd,delivered,2/8/18 20:09,1,credit_card,3,102.83,1,4a0c2a56e65c941a0bb9874c47dd66d8,a673821011d0cec28146ea42f5ab767f,84.99,17.84,bed_bath_table
e76f5c3699e402d57852989386ab1cc4,08ef3c3458f9ebc1b7cda8fc71592a8c,5444,sao paulo,SP,fd9ee5b912fcbd8a218a3c7cf6fb4f0d,delivered,3/21/18 10:59,1,credit_card,2,125.42,2,859c76e39d1772297ad710c70f15cf34,1336efc61c316ddf92c899eb817f7cae,49,13.71,furniture_decor
4291db0da71914754618cd789aebcd56,08f632ba547ce8a3f9d4efe3028a216e,18570,conchas,SP,f16cbac8a72057c2daba4b64662100ba,delivered,8/1/18 8:29,2,credit_card,2,400,1,7940f574701f6518fea2877012f7055e,dd4d95ba2d15c071e6c695e2ef6ce169,437,62.29,stationery
